sessions_7d,session_change_7d,listening_minutes_7d,listening_change_7d,skip_rate,save_rate,share_rate,playlist_rate,search_rate,discovery_rate,unique_artists_7d,unique_genres_7d,days_active_14d,avg_session_minutes,subscription_age_days,support_tickets_30d,night_listening_share,completion_rate,avg_daily_sessions,weekend_usage_share,session_gap_hours,artist_concentration,genre_concentration,notification_open_rate,recommendation_click_rate,offline_downloads_30d,playlists_created_30d,social_interactions_30d,device_switch_rate,ad_skip_rate,notification_fatigue,content_diversity,churn,ltv,next_action
6,-0.204451729709443,46.2192267490712,0.5112070176362077,0.5379719344512837,0.1641757469966539,0.1538497584191612,0.096304798737065,0.1356940512617337,0.2442542153434019,5,3,10,7.703204458178534,58,1,0.3220796113561603,0.4281577123458961,0.6,0.2664477614750316,3.77032050566444,0.7624734510995704,0.1401541027760651,0.2717338219598214,0.144934204898507,2,2,5,0.091198596636153,0.2903776813127369,0.1849662436039006,0.2547323102418443,0,1094.5733149837406,SHARE
8,-0.2147946022004852,18.175492793198103,0.1559383772904912,0.2956937595352971,0.1703234466386521,0.0737602670882423,0.1218400349634017,0.1609930855440265,0.2127660468631342,4,7,10,2.271936599149763,47,0,0.1021876614505238,0.6915891886578511,0.8,0.6661965449974571,10.86464872578976,0.6571899620531859,0.1523528387037861,0.4394487318171154,0.3210724930782894,3,3,3,0.2220253962089454,0.2208933414141224,0.3527441087938305,0.359080891680325,0,936.2060010607424,PLAY
5,-0.3876785533157984,18.68535094581755,-0.5637990797454815,0.321888523611193,0.1184001210995944,0.1599002862953134,0.1089729513464321,0.2255205958925366,0.2433522324071577,1,1,1,3.73707018916351,218,3,0.2738626111539344,0.6736904080276864,5.0,0.2411312147175229,30.5850034836611,0.4983295827547065,0.3371188865147485,0.1292172388790796,0.1062988323844911,0,0,0,0.560790791047556,0.517196659823986,0.6346123793543214,0.1292906921479261,0,459.2683555798865,SHARE
10,-0.1129622210733394,43.26669577247015,0.132330241599557,0.5645902755905676,0.1230030680952897,0.0708643210290828,0.075359365103518,0.5783871022942061,0.512852019350791,17,7,14,4.326669577247015,95,1,0.2171766435460726,0.3877240485433749,0.7142857142857143,0.1963550657806922,14.631985368855348,0.120043930496042,0.5951009850119839,0.3219019177862298,0.5675959272646549,4,1,2,0.3121927934484036,0.5098525906621783,0.5458536080418185,0.8322588012301982,0,1580.039137677273,SKIP
8,0.1832688850664631,29.325773175714936,0.4282339734706615,0.4941634039550436,0.1792793378477514,0.2095003531715314,0.0940126938656025,0.2480145726527221,0.3540224162683651,13,8,9,3.665721646964367,143,0,0.1966275781998429,0.4019412244647337,0.8888888888888888,0.7332204855279251,9.359760583144844,0.5347558384441581,0.0524594211254833,0.1076631320217172,0.3406408161499422,3,2,4,0.1861227111562802,0.0377789312155642,0.1861433782967966,0.6568262656743842,0,1228.902686409623,SHARE
6,-0.4664346038183853,12.598723649979297,-0.3325947326641669,0.2266122167040721,0.145463247563186,0.0735723942670486,0.0208871948670126,0.105260531147738,0.2021629448331491,2,5,4,2.099787274996549,140,0,0.0968036230508468,0.6910595038142825,1.5,0.5932873292430862,66.64644644916035,0.4411359002169575,0.3987904736181716,0.6211940253734313,0.2853032262837227,0,0,0,0.3689867430294364,0.5729508903490553,0.3210580464682832,0.2088282962340282,0,611.159352529055,SAVE
4,-0.0919369297095689,38.13755033046551,-0.0454305730333637,0.1477557270787873,0.2739966794691953,0.0554309283185819,0.0798751600099536,0.0894728526813844,0.7629726150522899,4,4,9,9.534387582616375,29,0,0.3425490801964872,0.7939924128349517,0.4444444444444444,0.2659894904464467,5.975439588130135,0.3991669559268516,0.2414726723899561,0.5242068387241423,0.4631043431421474,0,0,3,0.345605307274071,0.3689449004974625,0.2041166912778098,0.581368195953174,0,1111.83208577573,SAVE
6,0.2641532542094735,27.61347499370105,0.0684516263949084,0.1080493845964637,0.157024557058001,0.0833045492337679,0.090671640162168,0.1634806349954408,0.281676853091918,4,3,5,4.602245832283509,45,0,0.2751188180441421,0.8904372211551623,1.2,0.2853938477657353,5.438085583160908,0.1972580310289576,0.0729383829299171,0.1104987804924452,0.4522519441891677,2,3,0,0.5355007682558717,0.1914858879791973,0.0581436661603722,0.306048454072132,0,934.3887447384,SAVE
11,0.0795411036788723,42.30983208273005,0.1785012584885983,0.0929668785231559,0.2759380822940629,0.1535101672848477,0.2493314192596053,0.2782707597209767,0.3856302124976843,13,11,14,3.8463483711572777,25,0,0.3609344784492687,0.9024269242679518,0.7857142857142857,0.2472826092014827,34.17575833342386,0.2429865411286468,0.269247392780835,0.2990902996363086,0.1563101522426557,4,2,6,0.2485113988936342,0.1180398107551392,0.4615837467969825,0.6921566488973836,0,1279.6901769175486,SAVE
4,0.0974640565138193,48.95748706212808,0.1506330266397804,0.3194621430120712,0.1342314234675506,0.0912924425274915,0.1516125880530802,0.3592909993981453,0.056244210805769,3,4,14,12.239371765532018,211,0,0.0410743759313972,0.638020308871589,0.2857142857142857,0.592845997346806,12.027426688490545,0.253543860792317,0.1909001515260384,0.3418863497697522,0.0985157830927205,2,1,4,0.0884095480686702,0.1833778537597621,0.3188011257334883,0.1437358363169378,0,1139.2721329978708,SAVE
7,-0.2842088425451767,51.731793646381234,-0.3030531033054752,0.1992877004621611,0.1338136898738439,0.0744929796964391,0.1491386963139865,0.2052489526584802,0.102366597579186,6,1,7,7.390256235197319,46,2,0.3523054737652031,0.7226434732872717,1.0,0.6235242222924324,12.135229034713996,0.1182338628954446,0.1471887606415822,0.1604473435126991,0.3170954411341025,0,0,0,0.234101629400637,0.1131867136031747,0.4544753838971704,0.1157425315237694,0,1049.9036097462824,SKIP
2,0.0741019564823316,19.006694558565496,0.019068330303753,0.1268453069235143,0.1095721231050764,0.0949003732694898,0.2077066968885925,0.1722969517935095,0.1878045639417137,8,2,5,9.503347279282748,14,1,0.5312928257364963,0.8296964311662005,0.4,0.3517964204578813,9.895356167497567,0.4988082588305849,0.3827817011241135,0.1353457869653749,0.2946325478869874,0,0,2,0.2518433255708516,0.2191381702406583,0.1769143217203104,0.3443836393595647,0,895.000648227819,CREATE_PLAYLIST
11,-0.0540119745011056,50.06101948928881,-0.1153227394067822,0.3449537094168614,0.2099970776911991,0.0688447189244011,0.0738662282101573,0.1241287423855609,0.1159479831650526,5,9,11,4.551001771753528,405,1,0.0447714169215791,0.651300948613419,1.0,0.5749069644521511,6.859043758234479,0.3054268384981632,0.3491943121987822,0.4700578967454178,0.2506611636694862,0,1,2,0.1441238136944794,0.5275727117616625,0.522520772661528,0.3742291787586762,0,1124.2673293463124,PLAY
2,-0.421144624997426,70.23845020427116,0.1939009285276556,0.2297584121198566,0.3861292485353573,0.0883672832273725,0.1030772015667518,0.2009200242950722,0.1804377199060313,4,2,9,35.11922510213558,50,0,0.1646225623651014,0.7453777858271955,0.2222222222222222,0.1632016661339972,18.86122549235926,0.2875385999572458,0.5483862336237882,0.4383053822054145,0.4098916796269086,2,0,1,0.1034854292239524,0.1867420194253361,0.2840584274544134,0.1987856788942798,0,1269.9888452343769,SAVE
3,0.0780510831434658,18.44232317567353,-0.0084449421676416,0.0621468828304159,0.1047755808082499,0.0986547532501841,0.1678857964987294,0.5784596767231039,0.4638839917364498,4,3,12,6.147441058557842,27,0,0.1259932313914089,0.8767700286127686,0.25,0.6321602575353559,20.10777745472356,0.2735761256780521,0.5307406982358464,0.1406133784579174,0.2751885109640211,2,2,2,0.3202067984544224,0.2761687219973804,0.3465535650287013,0.3841340172160685,0,1022.3226318288728,CREATE_PLAYLIST
8,-0.0647369199404924,88.0110168892936,-0.0703553637670603,0.3411757850360998,0.3108607796110835,0.0537677347137479,0.0692298927537179,0.0568973512744186,0.3703733649780303,2,5,10,11.0013771111617,247,0,0.1341265083615393,0.5619147159980299,0.8,0.6403617887995718,12.83491246665888,0.2166351591577228,0.233974992595106,0.0243969692298463,0.3138590217557999,5,5,4,0.281841825246572,0.3170809468667579,0.1329799588432544,0.3639023351682828,0,1545.9089361573283,SAVE
9,0.1880472388011908,66.17625465150357,-0.2137789049812842,0.2541539031620118,0.0451901436873441,0.0744841355229824,0.0926145167818165,0.0650374910592725,0.2598902597018582,9,6,11,7.352917183500397,106,0,0.1673930721515205,0.7126316584145321,0.8181818181818182,0.5314761996727945,12.034279690868434,0.6569896458742901,0.2824620813395471,0.4213417390791257,0.2257001866563208,4,7,1,0.094825317972899,0.4067741452639167,0.1778167564061519,0.4223811359730136,0,1616.4085420072447,CREATE_PLAYLIST
2,-0.4451586412720708,7.09443871221213,-0.3764011517247718,0.3499183378963111,0.136053293022426,0.0382706488404878,0.0578115213117686,0.093927991017483,0.4508426341718065,1,5,6,3.547219356106065,154,1,0.2210901882647334,0.6040434153971467,0.3333333333333333,0.5314011919991409,18.56267128946136,0.2196223477956433,0.4470596841523372,0.1523777068185934,0.3324922719760989,0,0,0,0.1522802788574783,0.4923378507114238,0.7493902632836401,0.4215120359122973,0,610.3962229068075,PLAY
2,-0.1126988736829899,13.61329976817414,0.0183144628393639,0.0815337770727275,0.0605561378988605,0.031488559286129,0.0896649052229966,0.3037788714833939,0.4369201466415549,3,5,10,6.80664988408707,18,1,0.0436945800588683,0.8912628834769397,0.2,0.5763644628824919,16.337271451273633,0.4893353089009405,0.1049841857584881,0.314585270000532,0.1471439060009988,0,1,1,0.5675720930116979,0.3843474294422931,0.1361001245451406,0.3698509178753158,0,850.5124412178627,SKIP
5,0.2181384257328662,30.472478186818307,-0.1600706022962273,0.4512024532270574,0.3360244473795367,0.0132221638579152,0.1041433516032588,0.0321861316481591,0.5059379401927624,6,5,11,6.094495637363662,36,0,0.5385464714323389,0.5136048212200004,0.4545454545454545,0.4196855083701182,12.378246768764075,0.2292123672775977,0.1059694812984138,0.5154444196813184,0.3812809954637818,2,3,4,0.3571160671631542,0.4536459446353204,0.1203573803334952,0.597195338301357,0,1144.2661672342426,SAVE
7,-0.1386111996616416,23.741052266469737,0.2500854411649028,0.0315548059247638,0.178446633682925,0.0663205786917606,0.0356508803280605,0.1634747656205474,0.253491153854108,1,2,9,3.3915788952099626,37,1,0.1992456959157368,0.8727414192229687,0.7777777777777778,0.229303052034844,10.105241196658064,0.4684842662643589,0.1840235916164379,0.445494178700902,0.344716478792185,3,0,2,0.1156292306275595,0.2179585391159154,0.2204746783391879,0.1632466471095631,0,915.0895910911784,PLAY
4,-0.1279861105494263,45.71276448639526,-0.1987592173586787,0.2038865118726047,0.0452226798485275,0.093443488888467,0.08521551170215,0.1294212001796024,0.2008541217837911,4,4,8,11.428191121598816,113,0,0.1108242889156834,0.746639121380409,0.5,0.176487020592126,53.19759826600074,0.5720812343409315,0.167167140860201,0.5610066008004069,0.3299118254616937,1,1,1,0.0931226517604386,0.180626524768502,0.2879384685073307,0.3242726579455555,0,1099.8420055779063,SAVE
7,-0.093496706232897,35.85326381381613,-0.1253808487031671,0.2828226360740941,0.2236030062091388,0.1902445691237774,0.0399610005402051,0.1316059727570754,0.0617144289367889,2,4,8,5.121894830545161,60,0,0.2270472749683764,0.684091538010513,0.875,0.5361669511043866,16.718121155226846,0.8909422895620808,0.2073559442823234,0.194676964303151,0.0665925526847691,0,3,3,0.5284311717367459,0.1257004796576427,0.0899037857198907,0.1219776769938004,0,808.076828270931,SAVE
7,-0.004896998518664,31.03235498379299,-0.2101135305456451,0.1707599733401028,0.0957278519339194,0.099963478009978,0.2185787026522529,0.1979288925099301,0.3898047200317554,4,4,3,4.433193569113285,152,1,0.1487139802330807,0.7623824168989101,2.333333333333333,0.3886119640715931,8.862883428889791,0.3305122877962184,0.0955391181972639,0.3818984187353625,0.5020629856317704,1,0,1,0.1849287952178102,0.2532003715606234,0.1219086256945441,0.3141383704832642,0,774.6006519153025,CREATE_PLAYLIST
16,0.253662720936783,12.499275861064092,-0.1064575819629994,0.2431652989037696,0.3022267748372726,0.1102208319849503,0.159033784218904,0.4926474897667994,0.3542477112611089,13,7,14,1.0,142,0,0.2386098627820166,0.7313936420601658,1.1428571428571428,0.4331628433092627,14.124130206692978,0.3158992869591495,0.2647161034579103,0.455545457801402,0.6308471818034842,4,5,6,0.2360287356965025,0.3205291864553893,0.3458747561292164,0.550880065965715,0,1564.1177261006196,SAVE
11,-0.0478246305664552,82.32559377060636,0.1604057611352723,0.0780613208471235,0.0548984534699468,0.1339388946999802,0.0700829080493349,0.1719000170911541,0.3523635453016678,9,7,11,7.484144888236941,11,0,0.4287152111432679,0.905326077732086,1.0,0.3722853787315632,11.01040787075548,0.5121980556277381,0.5612344971063082,0.3181269750828033,0.2669548630457745,3,3,0,0.36498115173856,0.3963217392779509,0.2154786405027945,0.5540415723225183,0,1656.1632220374563,SHARE
2,-0.1708580599159942,32.053738710317255,-0.4828782409418511,0.0544596020988486,0.1769023418361348,0.139764384142459,0.1155861071100122,0.0767601075100107,0.340198948588055,2,1,8,16.026869355158627,34,0,0.1584096000722094,0.8866003713855275,0.25,0.2441985167415359,96.0,0.5404468779077088,0.2389678157707441,0.3521839641891776,0.5521833857360536,2,0,1,0.1622989062385498,0.3358098395716642,0.3607845703580522,0.2628100237908022,0,928.7094216716488,SHARE
6,-0.0846777308047739,6.7804434701655385,-0.0445763778500853,0.3427494799498732,0.1785701430503589,0.0537660214233931,0.1002153503463231,0.2187615908496603,0.384538777502939,4,3,11,1.1300739116942564,35,0,0.1540510918856141,0.6440561580850584,0.5454545454545454,0.4400861727360101,12.263521372617678,0.7797509134524047,0.2728847204368494,0.1744716486703261,0.153611813316121,1,0,1,0.0948330233412063,0.0527333215515795,0.3964867974399212,0.3094353409453971,0,884.8223677315509,SKIP
13,0.2035963725864155,47.07265014077242,0.0883161582622328,0.1305322212634218,0.4388350566149221,0.0520515739050294,0.195972249736198,0.246848721166607,0.5196749081660558,14,10,9,3.6209730877517248,151,1,0.2219164649407465,0.8665360991249065,1.4444444444444444,0.5266618816784219,9.993336078546982,0.0832906252176065,0.2042557495366121,0.1393091547437353,0.7691784794519659,2,5,4,0.0976462526975811,0.1031891361469433,0.1668708499803099,0.7522505450987932,0,1671.625461263128,SAVE
11,-0.0360211780298984,22.985257572889505,0.0456969365558483,0.5247092542483159,0.1901901591153655,0.0189433443039976,0.0876221121255624,0.1425205705090425,0.2670635608742902,4,1,7,2.089568870262682,17,1,0.1883060305634449,0.433063703572196,1.5714285714285714,0.395690713421091,56.45060119782083,0.65628142171501,0.0318032065004557,0.3072098447815824,0.3638052458317363,5,2,3,0.0254966136449845,0.3544449582386448,0.2070772785695826,0.2830221821632886,0,907.3805314685528,PLAY
5,-0.2723159205771351,109.39716137110034,-0.0928981143049847,0.2696387764600171,0.1351687743423045,0.0781118935766004,0.1561830329226755,0.2198289800602026,0.1371172559384279,2,4,4,21.87943227422007,98,0,0.3589771017279948,0.7024715181232949,1.25,0.553511017044129,20.783286925795878,0.3896438749239635,0.1903968303479164,0.0969804057964572,0.4527245807936471,0,0,1,0.0207835655583723,0.1907547778703979,0.2409130351567504,0.1847689118496292,0,1285.78697033199,PLAY
5,-0.0412828300709757,52.86566845710786,-0.2199623713858681,0.1285381009086952,0.268229627412104,0.1712297427180459,0.0296847402962678,0.1350242919403647,0.2916966019623503,6,2,6,10.573133691421573,27,1,0.1459647418131375,0.8523590932187202,0.8333333333333334,0.3687533708948947,54.29169883763007,0.34690864219022,0.4255412786069628,0.5703623055978826,0.1982825964621655,0,0,1,0.0802696856306162,0.2946711915008053,0.1513698269518109,0.3370497694432469,0,1072.537406658344,SAVE
5,-0.2288597482314169,32.76977983486162,-0.4985577928320993,0.3375685741409144,0.3309467426434561,0.0025872410861737,0.0267861179893977,0.1198267611035712,0.409680626061097,2,2,9,6.553955966972325,160,0,0.2492212598760182,0.5381130331104174,0.5555555555555556,0.615618502840089,12.009879674497611,0.591559097174018,0.3079585345097308,0.1698146920597357,0.2533535396429663,0,0,2,0.1648312999389559,0.0850208770922987,0.307345251708496,0.3200783362647073,0,857.3260439050866,SAVE
0,-0.0972643677758426,51.11685347712362,-0.332622199055284,0.3401998319555853,0.064417173104648,0.1332315368396482,0.1424711236046711,0.2125888175168124,0.306906322146536,1,4,5,51.11685347712362,59,1,0.434550420127089,0.6203157235779843,0.0,0.4159013480492696,15.93162264065786,0.1571147368655355,0.6875689404500132,0.3101483864167565,0.1249305062452918,0,0,0,0.2651352540320439,0.1465484719663526,0.3372141485679715,0.2916289212688435,0,862.9084893609095,SHARE
5,-0.1031535975381307,26.096244200806744,0.3631999197194027,0.2962953638520481,0.3444964596212691,0.0876530650799524,0.036582999595779,0.0392889208289972,0.1226885795441879,2,6,13,5.219248840161349,1381,0,0.1586521204187444,0.6471140486522486,0.3846153846153846,0.6988613763215616,19.198785555613824,0.4268978049506113,0.1160753405034067,0.3436150927702098,0.6063029869731158,0,0,2,0.1334390742627426,0.1780268611180801,0.6528246166003746,0.2770129289738398,0,1266.055199086955,SAVE
7,-0.1552000265980163,26.36124834837336,0.0817320989938855,0.1206810948577016,0.0315846453196696,0.1174293643676388,0.0789917747252106,0.110889922251588,0.1301639058013101,4,2,9,3.7658926211961945,114,0,0.1067907472052685,0.8545403206084571,0.7777777777777778,0.4711616853393632,7.371621507603707,0.7264859361581593,0.5114492575049705,0.1466536053565048,0.3251641487815571,1,1,0,0.2317503571042083,0.0163226168083995,0.2025525475336585,0.1832506451244158,0,1067.0605138635513,SAVE
9,-0.198189929307582,34.794354891412,-0.3136050896533731,0.137232650591601,0.0825721460907216,0.0280773591913604,0.0758516761183021,0.3912814944303461,0.1084597476163221,3,5,11,3.866039432379111,380,0,0.1992977686292015,0.8047248228116094,0.8181818181818182,0.1636375479052682,15.360119094972235,0.270664844695703,0.4552564375911648,0.3055579851143532,0.3922175323219837,0,1,0,0.4008646518243245,0.0762838054834491,0.0471807717169963,0.247757913239419,0,1148.0454365342578,PLAY
9,-0.0831338311480384,17.970282236082333,0.1075026480703256,0.2377288505861156,0.25163162771662,0.1443691502850636,0.0150479023594125,0.1438947842473716,0.26851419865449,4,5,10,1.9966980262313705,47,1,0.1633104830358002,0.7077875210868603,0.9,0.2247017141920153,28.42190240696088,0.0919877395878669,0.4190302268698108,0.181538852091124,0.1425046368086966,1,1,4,0.2795134505407102,0.2747556026112599,0.2270114654154324,0.4278467658338742,0,985.84702661723,SAVE
10,-0.128310041715252,27.719372318915408,-0.3898900477106412,0.2555612431592757,0.0997346495630618,0.0046603965296559,0.0328789409472612,0.1494859564397714,0.4151592578100833,9,8,9,2.771937231891541,71,0,0.1430414411135457,0.6447079934937819,1.1111111111111112,0.548227631913253,32.38502393757265,0.4473164700653024,0.2598012584387019,0.1227390144778141,0.4022002862817198,2,3,2,0.5127179740627095,0.2008495212658498,0.2933786676058917,0.6311557518846737,0,1239.4525424083056,PLAY
5,-0.004801761508869,69.03501308513533,-0.3326343174517722,0.4786119225934572,0.0132675408282464,0.1182624386116291,0.1402487477364504,0.3442389231980486,0.3329689480725692,7,8,9,13.807002617027068,166,1,0.1988249511759278,0.4665057445564346,0.5555555555555556,0.2276378489517121,5.682439351545163,0.3197114694415793,0.1860120585198464,0.3062964940819139,0.2744407519193201,3,4,3,0.1222111926208106,0.4347969352745985,0.0649486976379397,0.5066759196298258,0,1237.571121868055,CREATE_PLAYLIST
8,-0.148713471145401,23.081043236632308,-0.2457765649119365,0.1628277548742001,0.2138195091327617,0.1550201760925136,0.1154674609285211,0.6036563725828613,0.3164064777450824,13,9,11,2.8851304045790385,110,1,0.4395309466878973,0.8236171825098171,0.7272727272727273,0.4369761535721731,19.02361049621312,0.2972759480648739,0.0331344625981709,0.2072167170183931,0.4640193824584394,4,7,3,0.3318685586016165,0.3400597924167615,0.2403332236353008,0.5950553920652318,0,1539.9337546500387,CREATE_PLAYLIST
9,0.0054255956205022,35.86639472956761,0.213467633037681,0.2379481956791869,0.1101619537025701,0.1143962313029491,0.3155677864703763,0.6789119241153361,0.5050332518771832,7,9,14,3.9851549699519566,62,1,0.0616670426169106,0.7882709861438953,0.6428571428571429,0.2628780804575077,4.747752858232715,0.1332246599519724,0.4840381206927504,0.0665392028126988,0.1959536515389921,2,1,9,0.5647489313945618,0.2829181258078619,0.1209654039316017,0.6439835265698864,0,1252.5590925468416,CREATE_PLAYLIST
4,-0.1517256029938716,36.81600532068727,0.1510049715982701,0.2044918031720508,0.2290566211592887,0.0939052418614285,0.1804149183327621,0.1686826006093675,0.1900909713469313,2,4,11,9.204001330171817,365,0,0.1146834299058367,0.7239983075915589,0.3636363636363636,0.412758880473291,35.770095154036895,0.2143768337375832,0.4058218170345831,0.046174171565887,0.229965162630916,0,2,1,0.1295992423884566,0.1843623839899886,0.4179027153515399,0.1920009161568539,0,875.0615672679196,SAVE
0,-0.1420347239362085,20.30872938690885,-0.3573835128166677,0.1983738325488957,0.2200445334103375,0.0894194156963777,0.0815754431977536,0.2015257422320606,0.3505674637514468,2,3,1,20.30872938690885,69,1,0.290838766517168,0.7324254302831195,0.0,0.5617560216743377,95.89399084066874,0.9400499782485268,0.2138652742561021,0.2212819785184322,0.151734283877024,0,0,0,0.192246286374541,0.295312661732204,0.2937619206871516,0.3165503379986897,0,412.5593776422521,SAVE
11,0.0114724896229647,59.97321922494831,0.2169916199594747,0.0985140037672343,0.3875839757417577,0.1801015625558774,0.0740801263324282,0.2515130430057542,0.6294209253099975,14,9,11,5.452110838631665,28,0,0.0263684803822937,0.7993651149363998,1.0,0.2661152620437533,8.33118283314427,0.2659899863529205,0.2595779538527347,0.3892525030517123,0.542689917370786,5,9,5,0.1396973118027904,0.1073476094080891,0.1552278572852273,0.7282238028421433,0,1918.9744300823909,SAVE
12,0.0372178424363564,18.266883431007816,-0.0373124873517481,0.1380168420874555,0.1835502899129607,0.2326530241876854,0.1291382782909658,0.3246456949660578,0.5200601084913717,11,6,13,1.522240285917318,39,0,0.0290761321903452,0.833183241577921,0.9230769230769232,0.5713919451318604,3.356346164434329,0.106912197293763,0.1991449437081464,0.3680720758105443,0.4297032539697655,3,4,5,0.2412348764285327,0.2983131277097632,0.2739180875828569,0.6067875461653245,0,1398.7999091679308,CREATE_PLAYLIST
6,0.2149406869333244,45.269991554684594,0.236664706416122,0.3591241154450582,0.1898455197647202,0.1908162515551299,0.1744385674908418,0.1512681780721968,0.6169125049240972,13,5,11,7.544998592447432,148,1,0.4480905786156055,0.5756612184563894,0.5454545454545454,0.5558809646445715,19.877688635419737,0.2772463378699888,0.230354324629242,0.3289686088569287,0.5302714038206083,4,3,5,0.5442699056710668,0.4085251894967875,0.2574823456437238,0.6884720126800794,0,1549.6206311165024,CREATE_PLAYLIST
